Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
MSFT 01/06/2023 00:00:00 EST Put $225.00,MSFT 01/06/2023 00:00:00 EST Put $225.00,Buy,Filled,1,1,@1.27,1.27,DAY,01/04/2023 09:31:44 EST,01/04/2023 09:31:44 EST
MSFT 01/06/2023 00:00:00 EST Put $225.00,MSFT 01/06/2023 00:00:00 EST Put $225.00,Sell,Cancelled,0,1,@1.97,,DAY,01/04/2023 09:31:37 EST,
MSFT 01/06/2023 00:00:00 EST Put $225.00,MSFT 01/06/2023 00:00:00 EST Put $225.00,Sell,Cancelled,0,1,0.860,,DAY,01/04/2023 09:31:37 EST,
MSFT 01/06/2023 00:00:00 EST Put $225.00,MSFT 01/06/2023 00:00:00 EST Put $225.00,Buy,Cancelled,0,1,@1.23,,DAY,01/04/2023 09:31:37 EST,
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Sell,Filled,1,1,2.20,2.20,DAY,01/04/2023 09:30:19 EST,01/04/2023 09:30:20 EST
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Sell,Cancelled,0,1,@Market,,DAY,01/04/2023 09:30:14 EST,
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Sell,Cancelled,0,1,@Market,,DAY,01/04/2023 09:30:03 EST,
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Sell,Cancelled,0,1,@2.00,,GTC,01/03/2023 15:45:55 EST,
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Sell,Cancelled,0,1,1.00,,GTC,01/03/2023 15:45:55 EST,
SPY 01/04/2023 00:00:00 EST Call $382.00,SPY 01/04/2023 00:00:00 EST Call $382.00,Sell,Filled,1,1,1.50,1.50,DAY,01/03/2023 15:20:12 EST,01/03/2023 15:20:12 EST
SPY 01/04/2023 00:00:00 EST Call $382.00,SPY 01/04/2023 00:00:00 EST Call $382.00,Sell,Filled,1,1,1.68,1.68,DAY,01/03/2023 15:17:19 EST,01/03/2023 15:17:20 EST
SPY 01/04/2023 00:00:00 EST Call $382.00,SPY 01/04/2023 00:00:00 EST Call $382.00,Buy,Filled,2,2,@1.73,1.73,DAY,01/03/2023 15:15:40 EST,01/03/2023 15:15:40 EST
SPY 01/04/2023 00:00:00 EST Call $382.00,SPY 01/04/2023 00:00:00 EST Call $382.00,Buy,Cancelled,0,2,@1.70,,DAY,01/03/2023 15:15:33 EST,
SPY 01/04/2023 00:00:00 EST Call $382.00,SPY 01/04/2023 00:00:00 EST Call $382.00,Buy,Cancelled,0,2,@1.71,,DAY,01/03/2023 15:15:22 EST,
SPY 01/04/2023 00:00:00 EST Call $382.00,SPY 01/04/2023 00:00:00 EST Call $382.00,Buy,Cancelled,0,2,@1.70,,DAY,01/03/2023 15:15:17 EST,
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Buy,Filled,1,1,@1.30,1.30,DAY,01/03/2023 15:12:50 EST,01/03/2023 15:12:50 EST
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Buy,Cancelled,0,1,@1.29,,DAY,01/03/2023 15:12:45 EST,
SPY 01/04/2023 00:00:00 EST Put $377.00,SPY 01/04/2023 00:00:00 EST Put $377.00,Sell,Filled,1,1,1.47,1.47,DAY,01/03/2023 11:31:43 EST,01/03/2023 11:31:44 EST
SPY 01/04/2023 00:00:00 EST Put $377.00,SPY 01/04/2023 00:00:00 EST Put $377.00,Buy,Filled,1,1,@1.34,1.34,DAY,01/03/2023 11:30:43 EST,01/03/2023 11:30:46 EST
SPY 01/04/2023 00:00:00 EST Put $378.00,SPY 01/04/2023 00:00:00 EST Put $378.00,Sell,Filled,1,1,1.41,1.41,DAY,01/03/2023 11:11:46 EST,01/03/2023 11:11:46 EST
SPY 01/04/2023 00:00:00 EST Put $378.00,SPY 01/04/2023 00:00:00 EST Put $378.00,Sell,Filled,1,1,1.43,1.43,DAY,01/03/2023 11:10:18 EST,01/03/2023 11:10:18 EST
SPY 01/04/2023 00:00:00 EST Put $378.00,SPY 01/04/2023 00:00:00 EST Put $378.00,Buy,Filled,2,2,@1.33,1.33,DAY,01/03/2023 11:09:59 EST,01/03/2023 11:10:00 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Sell,Filled,1,1,2.28,2.28,DAY,01/03/2023 11:05:20 EST,01/03/2023 11:05:21 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Buy,Filled,1,1,@2.17,2.17,DAY,01/03/2023 11:04:34 EST,01/03/2023 11:04:34 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Sell,Filled,1,1,2.08,2.08,DAY,01/03/2023 11:03:38 EST,01/03/2023 11:03:38 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Buy,Filled,1,1,@1.99,1.99,DAY,01/03/2023 11:02:47 EST,01/03/2023 11:02:47 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Sell,Filled,1,1,2.04,2.04,DAY,01/03/2023 10:54:57 EST,01/03/2023 10:54:57 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Buy,Filled,1,1,@1.87,1.87,DAY,01/03/2023 10:48:48 EST,01/03/2023 10:48:49 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Sell,Filled,1,1,1.76,1.76,DAY,01/03/2023 10:46:00 EST,01/03/2023 10:46:00 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Sell,Filled,1,1,1.76,1.76,DAY,01/03/2023 10:44:45 EST,01/03/2023 10:44:45 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Buy,Filled,1,1,@1.67,1.67,DAY,01/03/2023 10:43:45 EST,01/03/2023 10:43:45 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Buy,Filled,1,1,@1.63,1.63,DAY,01/03/2023 10:40:58 EST,01/03/2023 10:40:58 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Sell,Filled,1,1,1.80,1.80,DAY,01/03/2023 10:37:41 EST,01/03/2023 10:37:41 EST
TSLA 01/06/2023 00:00:00 EST Put $105.00,TSLA 01/06/2023 00:00:00 EST Put $105.00,Buy,Filled,1,1,@2.11,2.11,DAY,01/03/2023 10:19:35 EST,01/03/2023 10:19:35 EST
AAPL 01/06/2023 00:00:00 EST Put $125.00,AAPL 01/06/2023 00:00:00 EST Put $125.00,Sell,Filled,1,1,1.94,1.94,DAY,01/03/2023 10:10:10 EST,01/03/2023 10:10:10 EST
QQQ 01/04/2023 00:00:00 EST Call $272.00,QQQ 01/04/2023 00:00:00 EST Call $272.00,Sell,Filled,1,1,0.280,0.280,DAY,01/03/2023 10:05:03 EST,01/03/2023 10:05:03 EST
AAPL 01/06/2023 00:00:00 EST Put $125.00,AAPL 01/06/2023 00:00:00 EST Put $125.00,Buy,Filled,1,1,@1.89,1.89,DAY,01/03/2023 10:04:32 EST,01/03/2023 10:04:33 EST
QQQ 01/04/2023 00:00:00 EST Call $272.00,QQQ 01/04/2023 00:00:00 EST Call $272.00,Buy,Filled,1,1,@0.410,0.410,DAY,01/03/2023 09:56:19 EST,01/03/2023 09:56:19 EST
QQQ 01/04/2023 00:00:00 EST Call $272.00,QQQ 01/04/2023 00:00:00 EST Call $272.00,Sell,Filled,1,1,0.350,0.350,DAY,01/03/2023 09:55:45 EST,01/03/2023 09:55:45 EST
SPY 01/04/2023 00:00:00 EST Put $382.00,SPY 01/04/2023 00:00:00 EST Put $382.00,Sell,Filled,1,1,1.82,1.82,DAY,01/03/2023 09:48:45 EST,01/03/2023 09:48:46 EST
SPY 01/04/2023 00:00:00 EST Put $382.00,SPY 01/04/2023 00:00:00 EST Put $382.00,Sell,Filled,1,1,1.68,1.68,DAY,01/03/2023 09:48:02 EST,01/03/2023 09:48:03 EST
SPY 01/04/2023 00:00:00 EST Put $382.00,SPY 01/04/2023 00:00:00 EST Put $382.00,Buy,Filled,1,1,@1.67,1.67,DAY,01/03/2023 09:47:52 EST,01/03/2023 09:47:52 EST
SPY 01/04/2023 00:00:00 EST Put $382.00,SPY 01/04/2023 00:00:00 EST Put $382.00,Buy,Cancelled,0,1,@1.61,,DAY,01/03/2023 09:47:50 EST,
SPY 01/04/2023 00:00:00 EST Put $382.00,SPY 01/04/2023 00:00:00 EST Put $382.00,Buy,Filled,1,1,@1.59,1.59,DAY,01/03/2023 09:47:48 EST,01/03/2023 09:47:49 EST
QQQ 01/04/2023 00:00:00 EST Call $272.00,QQQ 01/04/2023 00:00:00 EST Call $272.00,Buy,Filled,1,1,@1.03,1.03,DAY,01/03/2023 09:45:05 EST,01/03/2023 09:45:05 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Sell,Filled,1,1,2.28,2.28,DAY,01/03/2023 09:40:53 EST,01/03/2023 09:40:53 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Sell,Filled,1,1,2.15,2.15,DAY,01/03/2023 09:39:41 EST,01/03/2023 09:39:41 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Sell,Filled,1,1,2.17,2.17,DAY,01/03/2023 09:39:24 EST,01/03/2023 09:39:24 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Buy,Filled,1,1,@1.90,1.90,DAY,01/03/2023 09:38:00 EST,01/03/2023 09:38:00 EST
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Sell,Filled,1,1,1.63,1.63,DAY,01/03/2023 09:37:42 EST,01/03/2023 09:37:43 EST
META 01/06/2023 00:00:00 EST Call $128.00,META 01/06/2023 00:00:00 EST Call $128.00,Buy,Filled,1,1,@1.45,1.45,DAY,01/03/2023 09:37:15 EST,01/03/2023 09:37:18 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Sell,Filled,1,1,1.78,1.78,DAY,01/03/2023 09:36:48 EST,01/03/2023 09:36:48 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Buy,Filled,1,1,@2.03,2.03,DAY,01/03/2023 09:35:40 EST,01/03/2023 09:35:41 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Sell,Filled,1,1,@1.85,1.85,DAY,01/03/2023 09:34:51 EST,01/03/2023 09:34:51 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Sell,Filled,1,1,@1.88,1.88,DAY,01/03/2023 09:34:35 EST,01/03/2023 09:34:36 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Buy,Filled,1,1,@2.07,2.07,DAY,01/03/2023 09:34:08 EST,01/03/2023 09:34:08 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Buy,Filled,1,1,@2.06,2.06,DAY,01/03/2023 09:34:03 EST,01/03/2023 09:34:08 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Buy,Filled,1,1,@2.06,2.06,DAY,01/03/2023 09:33:57 EST,01/03/2023 09:33:58 EST
SPY 01/04/2023 00:00:00 EST Call $386.00,SPY 01/04/2023 00:00:00 EST Call $386.00,Buy,Filled,1,1,@2.06,2.06,DAY,01/03/2023 09:33:56 EST,01/03/2023 09:33:56 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Sell,Filled,1,1,0.630,0.630,DAY,12/29/2022 15:15:17 EST,12/29/2022 15:15:17 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Sell,Filled,1,1,0.720,0.720,DAY,12/29/2022 15:14:07 EST,12/29/2022 15:14:07 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Buy,Filled,2,2,@0.720,0.720,DAY,12/29/2022 15:12:42 EST,12/29/2022 15:12:42 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Sell,Filled,1,1,0.660,0.660,DAY,12/29/2022 15:11:42 EST,12/29/2022 15:11:42 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Sell,Filled,1,1,0.660,0.660,DAY,12/29/2022 15:11:38 EST,12/29/2022 15:11:38 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Sell,Cancelled,0,1,@0.680,,DAY,12/29/2022 15:11:34 EST,
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Buy,Filled,1,1,@0.740,0.740,DAY,12/29/2022 15:10:34 EST,12/29/2022 15:10:34 EST
SPY 12/30/2022 00:00:00 EST Call $386.00,SPY 12/30/2022 00:00:00 EST Call $386.00,Buy,Filled,1,1,@0.730,0.730,DAY,12/29/2022 15:09:06 EST,12/29/2022 15:09:06 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Sell,Filled,1,1,1.59,1.59,DAY,12/29/2022 15:06:00 EST,12/29/2022 15:06:00 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Buy,Filled,1,1,@1.55,1.55,DAY,12/29/2022 15:05:28 EST,12/29/2022 15:05:28 EST
AAPL 12/30/2022 00:00:00 EST Put $124.00,AAPL 12/30/2022 00:00:00 EST Put $124.00,Sell,Filled,1,1,0.070,0.070,DAY,12/29/2022 13:02:22 EST,12/29/2022 13:02:22 EST
META 12/30/2022 00:00:00 EST Call $121.00,META 12/30/2022 00:00:00 EST Call $121.00,Sell,Filled,1,1,0.650,0.650,DAY,12/29/2022 12:14:52 EST,12/29/2022 12:14:52 EST
META 12/30/2022 00:00:00 EST Call $121.00,META 12/30/2022 00:00:00 EST Call $121.00,Buy,Filled,1,1,@0.820,0.820,DAY,12/29/2022 12:01:51 EST,12/29/2022 12:01:52 EST
SPY 12/30/2022 00:00:00 EST Call $385.00,SPY 12/30/2022 00:00:00 EST Call $385.00,Sell,Filled,1,1,1.02,1.02,DAY,12/29/2022 11:36:16 EST,12/29/2022 11:36:16 EST
SPY 12/30/2022 00:00:00 EST Call $385.00,SPY 12/30/2022 00:00:00 EST Call $385.00,Buy,Filled,1,1,@1.07,1.07,DAY,12/29/2022 11:34:45 EST,12/29/2022 11:34:45 EST
SPY 12/30/2022 00:00:00 EST Put $380.00,SPY 12/30/2022 00:00:00 EST Put $380.00,Sell,Filled,1,1,0.920,0.920,DAY,12/29/2022 11:23:03 EST,12/29/2022 11:23:04 EST
SPY 12/30/2022 00:00:00 EST Put $380.00,SPY 12/30/2022 00:00:00 EST Put $380.00,Buy,Filled,1,1,@0.870,0.870,DAY,12/29/2022 11:19:21 EST,12/29/2022 11:19:21 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Sell,Filled,1,1,1.25,1.25,DAY,12/29/2022 11:17:21 EST,12/29/2022 11:17:21 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Buy,Filled,1,1,@1.21,1.21,DAY,12/29/2022 11:16:42 EST,12/29/2022 11:16:44 EST
SPY 12/30/2022 00:00:00 EST Put $380.00,SPY 12/30/2022 00:00:00 EST Put $380.00,Sell,Filled,1,1,0.940,0.940,DAY,12/29/2022 11:14:24 EST,12/29/2022 11:14:24 EST
SPY 12/30/2022 00:00:00 EST Put $380.00,SPY 12/30/2022 00:00:00 EST Put $380.00,Sell,Cancelled,0,1,@0.970,,DAY,12/29/2022 11:14:06 EST,
SPY 12/30/2022 00:00:00 EST Put $380.00,SPY 12/30/2022 00:00:00 EST Put $380.00,Buy,Filled,1,1,@1.02,1.02,DAY,12/29/2022 11:13:25 EST,12/29/2022 11:13:25 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Sell,Filled,1,1,1.10,1.10,DAY,12/29/2022 11:12:40 EST,12/29/2022 11:12:40 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Buy,Filled,1,1,@1.22,1.22,DAY,12/29/2022 11:10:59 EST,12/29/2022 11:10:59 EST
SPY 12/30/2022 00:00:00 EST Call $384.00,SPY 12/30/2022 00:00:00 EST Call $384.00,Buy,Cancelled,0,1,@1.21,,DAY,12/29/2022 11:10:54 EST,
AAPL 12/30/2022 00:00:00 EST Call $130.00,AAPL 12/30/2022 00:00:00 EST Call $130.00,Sell,Filled,1,1,1.10,1.10,DAY,12/29/2022 10:57:05 EST,12/29/2022 10:57:06 EST
AAPL 12/30/2022 00:00:00 EST Call $130.00,AAPL 12/30/2022 00:00:00 EST Call $130.00,Sell,Cancelled,0,1,@1.13,,DAY,12/29/2022 10:56:58 EST,
AAPL 12/30/2022 00:00:00 EST Call $130.00,AAPL 12/30/2022 00:00:00 EST Call $130.00,Buy,Filled,1,1,@1.00,1.00,DAY,12/29/2022 10:26:51 EST,12/29/2022 10:26:52 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Sell,Filled,1,1,@0.490,0.490,DAY,12/29/2022 09:58:26 EST,12/29/2022 09:58:27 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Buy,Filled,1,1,@0.520,0.520,DAY,12/29/2022 09:58:07 EST,12/29/2022 09:58:07 EST
META 12/30/2022 00:00:00 EST Call $119.00,META 12/30/2022 00:00:00 EST Call $119.00,Sell,Filled,1,1,0.910,0.910,DAY,12/29/2022 09:55:18 EST,12/29/2022 09:55:18 EST
META 12/30/2022 00:00:00 EST Call $119.00,META 12/30/2022 00:00:00 EST Call $119.00,Buy,Filled,1,1,@0.880,0.880,DAY,12/29/2022 09:54:50 EST,12/29/2022 09:54:50 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Sell,Filled,1,1,0.590,0.590,DAY,12/29/2022 09:53:56 EST,12/29/2022 09:53:57 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Buy,Filled,1,1,@0.610,0.610,DAY,12/29/2022 09:50:47 EST,12/29/2022 09:50:47 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Buy,Cancelled,0,1,@0.570,,DAY,12/29/2022 09:50:38 EST,
QQQ 12/30/2022 00:00:00 EST Call $267.00,QQQ 12/30/2022 00:00:00 EST Call $267.00,Sell,Filled,1,1,0.970,0.970,DAY,12/29/2022 09:48:30 EST,12/29/2022 09:48:31 EST
QQQ 12/30/2022 00:00:00 EST Call $267.00,QQQ 12/30/2022 00:00:00 EST Call $267.00,Buy,Filled,1,1,@0.870,0.870,DAY,12/29/2022 09:45:50 EST,12/29/2022 09:45:50 EST
TSLA 12/30/2022 00:00:00 EST Call $125.00,TSLA 12/30/2022 00:00:00 EST Call $125.00,Sell,Filled,1,1,1.76,1.76,DAY,12/29/2022 09:43:10 EST,12/29/2022 09:43:10 EST
TSLA 12/30/2022 00:00:00 EST Call $125.00,TSLA 12/30/2022 00:00:00 EST Call $125.00,Buy,Filled,1,1,@1.57,1.57,DAY,12/29/2022 09:41:48 EST,12/29/2022 09:41:48 EST
TSLA 12/30/2022 00:00:00 EST Call $125.00,TSLA 12/30/2022 00:00:00 EST Call $125.00,Sell,Filled,1,1,1.96,1.96,DAY,12/29/2022 09:40:42 EST,12/29/2022 09:40:42 EST
TSLA 12/30/2022 00:00:00 EST Call $125.00,TSLA 12/30/2022 00:00:00 EST Call $125.00,Buy,Filled,1,1,@1.84,1.84,DAY,12/29/2022 09:40:06 EST,12/29/2022 09:40:06 EST
SPY 12/30/2022 00:00:00 EST Call $382.00,SPY 12/30/2022 00:00:00 EST Call $382.00,Sell,Filled,1,1,1.45,1.45,DAY,12/29/2022 09:37:17 EST,12/29/2022 09:37:17 EST
SPY 12/30/2022 00:00:00 EST Call $381.00,SPY 12/30/2022 00:00:00 EST Call $381.00,Sell,Filled,1,1,1.81,1.81,DAY,12/29/2022 09:36:19 EST,12/29/2022 09:36:19 EST
SPY 12/30/2022 00:00:00 EST Call $382.00,SPY 12/30/2022 00:00:00 EST Call $382.00,Sell,Filled,1,1,1.34,1.34,DAY,12/29/2022 09:35:55 EST,12/29/2022 09:35:55 EST
SPY 12/30/2022 00:00:00 EST Call $381.00,SPY 12/30/2022 00:00:00 EST Call $381.00,Sell,Filled,1,1,1.77,1.77,DAY,12/29/2022 09:35:47 EST,12/29/2022 09:35:47 EST
SPY 12/30/2022 00:00:00 EST Call $381.00,SPY 12/30/2022 00:00:00 EST Call $381.00,Sell,Cancelled,0,1,@1.76,,DAY,12/29/2022 09:35:24 EST,
SPY 12/30/2022 00:00:00 EST Call $382.00,SPY 12/30/2022 00:00:00 EST Call $382.00,Buy,Filled,2,2,@1.26,1.26,DAY,12/29/2022 09:34:46 EST,12/29/2022 09:34:47 EST
SPY 12/30/2022 00:00:00 EST Call $381.00,SPY 12/30/2022 00:00:00 EST Call $381.00,Buy,Filled,2,2,@1.72,1.72,DAY,12/29/2022 09:34:32 EST,12/29/2022 09:34:33 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Sell,Filled,1,1,0.990,0.990,DAY,12/29/2022 09:34:03 EST,12/29/2022 09:34:04 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Sell,Filled,1,1,1.04,1.04,DAY,12/29/2022 09:34:01 EST,12/29/2022 09:34:01 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Sell,Cancelled,0,1,@1.09,,DAY,12/29/2022 09:33:52 EST,
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Buy,Filled,2,2,@1.14,1.14,DAY,12/29/2022 09:33:25 EST,12/29/2022 09:33:25 EST
SPY 12/30/2022 00:00:00 EST Put $376.00,SPY 12/30/2022 00:00:00 EST Put $376.00,Buy,Cancelled,0,2,@1.15,,DAY,12/29/2022 09:33:20 EST,
AAPL 12/30/2022 00:00:00 EST Put $124.00,AAPL 12/30/2022 00:00:00 EST Put $124.00,Buy,Filled,1,1,@0.850,0.850,DAY,12/28/2022 15:14:24 EST,12/28/2022 15:14:24 EST
SPY 12/29/2022 00:00:00 EST Put $376.00,SPY 12/29/2022 00:00:00 EST Put $376.00,Sell,Filled,1,1,0.900,0.900,DAY,12/28/2022 15:02:16 EST,12/28/2022 15:02:16 EST
SPY 12/29/2022 00:00:00 EST Put $376.00,SPY 12/29/2022 00:00:00 EST Put $376.00,Buy,Filled,1,1,@0.810,0.810,DAY,12/28/2022 15:01:51 EST,12/28/2022 15:01:51 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Filled,1,1,0.790,0.790,DAY,12/28/2022 13:26:50 EST,12/28/2022 13:26:50 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Filled,1,1,0.800,0.800,DAY,12/28/2022 13:26:46 EST,12/28/2022 13:26:46 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Buy,Filled,2,2,@0.870,0.870,DAY,12/28/2022 13:24:57 EST,12/28/2022 13:24:58 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Filled,1,1,0.740,0.740,DAY,12/28/2022 12:59:25 EST,12/28/2022 12:59:25 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Filled,1,1,0.760,0.760,DAY,12/28/2022 12:59:19 EST,12/28/2022 12:59:19 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Cancelled,0,1,@0.770,,DAY,12/28/2022 12:59:17 EST,
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Buy,Filled,2,2,@0.840,0.840,DAY,12/28/2022 12:58:22 EST,12/28/2022 12:58:23 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Filled,1,1,0.850,0.850,DAY,12/28/2022 12:55:09 EST,12/28/2022 12:55:10 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Sell,Filled,1,1,0.870,0.870,DAY,12/28/2022 12:54:43 EST,12/28/2022 12:54:43 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Buy,Filled,2,2,@0.930,0.930,DAY,12/28/2022 12:51:13 EST,12/28/2022 12:51:13 EST
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Buy,Cancelled,0,1,@0.920,,DAY,12/28/2022 12:51:04 EST,
SPY 12/29/2022 00:00:00 EST Put $377.00,SPY 12/29/2022 00:00:00 EST Put $377.00,Buy,Cancelled,0,1,@0.890,,DAY,12/28/2022 12:50:59 EST,
SPY 12/29/2022 00:00:00 EST Put $375.00,SPY 12/29/2022 00:00:00 EST Put $375.00,Sell,Filled,1,1,0.430,0.430,DAY,12/28/2022 12:50:03 EST,12/28/2022 12:50:03 EST
SPY 12/29/2022 00:00:00 EST Put $375.00,SPY 12/29/2022 00:00:00 EST Put $375.00,Sell,Filled,1,1,0.430,0.430,DAY,12/28/2022 12:50:02 EST,12/28/2022 12:50:02 EST
SPY 12/29/2022 00:00:00 EST Put $378.00,SPY 12/29/2022 00:00:00 EST Put $378.00,Sell,Filled,1,1,@1.21,1.21,DAY,12/28/2022 12:49:57 EST,12/28/2022 12:50:05 EST
SPY 12/29/2022 00:00:00 EST Put $378.00,SPY 12/29/2022 00:00:00 EST Put $378.00,Buy,Filled,1,1,@1.28,1.28,DAY,12/28/2022 12:49:08 EST,12/28/2022 12:49:09 EST
